,clfOrig-clfOrigBlind,clfMit-clfMitBlind,clfOrig-clfMit,clfOrigBlind-clfMitBlind
SA-Sum,0.93,0.6609999999999999,1.075,0.0
SA-Mean,0.01,0.003,0.011000000000000001,0.0
NSA-Sum,15.145999999999999,14.699000000000002,13.864,15.981
NSA-Mean,0.01,0.011000000000000001,0.006,0.008
