,clfOrig-clfOrigBlind,clfMit-clfMitBlind,clfOrig-clfMit,clfOrigBlind-clfMitBlind
SA-Sum,0.309,0.349,0.659,0.002
SA-Mean,0.006999999999999999,0.002,0.009000000000000001,0.0
NSA-Sum,15.645999999999999,15.025,15.062000000000001,15.597999999999999
NSA-Mean,0.004,0.002,0.008,0.008
