,clfOrig-clfOrigBlind,clfMit-clfMitBlind,clfOrig-clfMit,clfOrigBlind-clfMitBlind
SA-Sum,0.22399999999999998,1.876,2.101,0.001
SA-Mean,0.008,0.02,0.027000000000000003,0.0
NSA-Sum,15.094000000000001,14.651,14.597999999999999,15.116
NSA-Mean,0.004,0.005,0.011000000000000001,0.012
