,clfOrig-clfOrigBlind,clfMit-clfMitBlind,clfOrig-clfMit,clfOrigBlind-clfMitBlind
SA-Sum,0.165,0.12,0.07400000000000001,0.001
SA-Mean,0.001,0.0,0.001,0.0
NSA-Sum,3.647,3.8960000000000004,3.5410000000000004,4.002
NSA-Mean,0.004,0.003,0.005,0.005
