,clfOrig-clfOrigBlind,clfMit-clfMitBlind,clfOrig-clfMit,clfOrigBlind-clfMitBlind
SA-Sum,1.1131501456149866,0.8078676526987741,1.4926995015874873,0.0
SA-Mean,0.011104315554003394,0.005370335372781373,0.012588567286709894,0.0
NSA-Sum,4.161040632045185,6.252310794654445,5.140648652692674,5.305466608774517
NSA-Mean,0.007043194209171082,0.008886155756861112,0.004721614156000221,0.005799759253050515
